year,date,stage,course,distance,type,winner,distance_km,winner_name,winner_country_code,stage_type_group,decade,stages_count,starters,finishers,completion_rate,completion_pct
1975,1975-07-17,19,Thonon-les-Bains to Chalon-sur-SaÃ´ne,229 km (142 mi),Stage with mountain(s),Rik Van Linden (BEL),229.0,Rik Van Linden,BEL,Mountain,1970,22,140,86,0.6142857142857143,61.42857142857143
1975,1975-07-18,20,Pouilly-en-Auxois to Melun,256 km (159 mi),Plain stage,Giacinto Santambrogio (ITA),256.0,Giacinto Santambrogio,ITA,Flat,1970,22,140,86,0.6142857142857143,61.42857142857143
1975,1975-07-19,21,Melun to Senlis,220 km (140 mi),Plain stage,Rik Van Linden (BEL),220.0,Rik Van Linden,BEL,Flat,1970,22,140,86,0.6142857142857143,61.42857142857143
1975,1975-07-20,22,Paris to Paris (Champs-ÃlysÃ©es),164 km (102 mi),Plain stage,Walter Godefroot (BEL),164.0,Walter Godefroot,BEL,Flat,1970,22,140,86,0.6142857142857143,61.42857142857143
1976,1976-06-24,P,Saint-Jean-de-Monts,8 km (5 mi),Individual time trial,Freddy Maertens (BEL),8.0,Freddy Maertens,BEL,Time Trial,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-06-25,1,Saint-Jean-de-Monts to Angers,173 km (107 mi),Flat Stage,Freddy Maertens (BEL),173.0,Freddy Maertens,BEL,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-06-26,2,Angers to Caen,237 km (147 mi),Flat Stage,Giovanni Battaglin (ITA),237.0,Giovanni Battaglin,ITA,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-06-27,3,Le Touquet-Paris-Plage to Le Touquet-Paris-Plage,37 km (23 mi),Individual time trial,Freddy Maertens (BEL),37.0,Freddy Maertens,BEL,Time Trial,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-06-28,4,Le Touquet-Paris-Plage to Bornem (Belgium),258 km (160 mi),Flat Stage,Hennie Kuiper (NED),258.0,Hennie Kuiper,NED,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-06-29,5a,Leuven (Belgium) to Leuven (Belgium),4 km (2 mi),Team time trial,TIâRaleighâCampagnolo,4.0,TIâRaleighâCampagnolo,,Time Trial,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-06-29,5b,Leuven (Belgium) to Verviers (Belgium),144 km (89 mi),Half Stage,Miguel MarÃ­a Lasa (ESP),144.0,Miguel MarÃ­a Lasa,ESP,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-06-30,6,Bastogne to Nancy,209 km (130 mi),Flat Stage,Aldo Parecchini (ITA),209.0,Aldo Parecchini,ITA,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-01,7,Nancy to Mulhouse,206 km (128 mi),Hilly Stage,Freddy Maertens (BEL),206.0,Freddy Maertens,BEL,Hilly,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-02,8,Valentigney to Divonne-les-Bains,220 km (137 mi),Hilly Stage,Jacques Esclassan (FRA),220.0,Jacques Esclassan,FRA,Hilly,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-04,9,Divonne-les-Bains to Alpe d'Huez,258 km (160 mi),Mountain Stage,Joop Zoetemelk (NED),258.0,Joop Zoetemelk,NED,Mountain,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-05,10,Le Bourg-d'Oisans to MontgenÃ¨vre,166 km (103 mi),Mountain Stage,Joop Zoetemelk (NED),166.0,Joop Zoetemelk,NED,Mountain,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-06,11,MontgenÃ¨vre to Manosque,224 km (139 mi),Mountain Stage,JosÃ© Viejo (ESP),224.0,JosÃ© Viejo,ESP,Mountain,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-08,12,Le BarcarÃ¨s to BolquÃ¨res Pyrenees 2000 [fr],205 km (127 mi),Mountain Stage,Raymond Delisle (FRA),205.0,Raymond Delisle,FRA,Mountain,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-09,13,Font-Romeu-Odeillo-Via to Saint-Gaudens,188 km (117 mi),Mountain Stage,Willy Teirlinck (BEL)[13],188.0,Willy Teirlinck (BEL)[13],,Mountain,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-10,14,Saint-Gaudens to Saint-Lary-Soulan,139 km (86 mi),Mountain Stage,Lucien Van Impe (BEL),139.0,Lucien Van Impe,BEL,Mountain,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-11,15,Saint-Lary-Soulan to Pau,195 km (121 mi),Mountain Stage,Wladimiro Panizza (ITA),195.0,Wladimiro Panizza,ITA,Mountain,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-12,16,Pau to Fleurance,152 km (94 mi),Flat Stage,Michel Pollentier (BEL),152.0,Michel Pollentier,BEL,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-13,17,Fleurance to Auch,39 km (24 mi),Individual time trial,Ferdinand Bracke (BEL),39.0,Ferdinand Bracke,BEL,Time Trial,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-14,18a,Auch to Langon,86 km (53 mi),Half Stage,Freddy Maertens (BEL),86.0,Freddy Maertens,BEL,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-14,18b,Langon to Lacanau,123 km (76 mi),Half Stage,Freddy Maertens (BEL),123.0,Freddy Maertens,BEL,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-14,18c,Lacanau to Bordeaux,70 km (43 mi),Half Stage,Gerben Karstens (NED),70.0,Gerben Karstens,NED,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-15,19,Sainte-Foy-la-Grande to Tulle,220 km (137 mi),Flat Stage,Hubert Mathis (FRA),220.0,Hubert Mathis,FRA,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-16,20,Tulle to Puy-de-DÃ´me,220 km (137 mi),Mountain Stage,Joop Zoetemelk (NED),220.0,Joop Zoetemelk,NED,Mountain,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-17,21,Montargis to Versailles,145 km (90 mi),Flat Stage,Freddy Maertens (BEL),145.0,Freddy Maertens,BEL,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-18,22a,Paris,6 km (4 mi),Individual time trial,Freddy Maertens (BEL),6.0,Freddy Maertens,BEL,Time Trial,1970,22,130,87,0.6692307692307692,66.92307692307692
1976,1976-07-18,22b,Paris to Paris (Champs-ÃlysÃ©es),91 km (57 mi),Half Stage,Gerben Karstens (NED),91.0,Gerben Karstens,NED,Flat,1970,22,130,87,0.6692307692307692,66.92307692307692
1977,1977-06-30,P,Fleurance,5 km (3.1 mi),Individual time trial,Dietrich Thurau (FRG),5.0,Dietrich Thurau,FRG,Time Trial,1970,22,100,53,0.53,53.0
1977,1977-07-01,1,Fleurance to Auch,237 km (147 mi),Plain stage,Pierre-Raymond Villemiane (FRA),237.0,Pierre-Raymond Villemiane,FRA,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-02,2,Auch to Pau,253 km (157 mi),Stage with mountain(s),Dietrich Thurau (FRG),253.0,Dietrich Thurau,FRG,Mountain,1970,22,100,53,0.53,53.0
1977,1977-07-03,3,Oloron-Sainte-Marie to Vitoria-Gasteiz (Spain),248 km (154 mi),Stage with mountain(s),JosÃ© Nazabal (ESP),248.0,JosÃ© Nazabal,ESP,Mountain,1970,22,100,53,0.53,53.0
1977,1977-07-04,4,Vitoria-Gasteiz (Spain) to Seignosse le Penon,256 km (159 mi),Stage with mountain(s),RÃ©gis DelÃ©pine (FRA),256.0,RÃ©gis DelÃ©pine,FRA,Mountain,1970,22,100,53,0.53,53.0
1977,1977-07-05,5a,Morcenx to Bordeaux,139 km (86 mi),Plain stage,Jacques Esclassan (FRA),139.0,Jacques Esclassan,FRA,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-05,5b,Bordeaux,30 km (19 mi),Individual time trial,Dietrich Thurau (FRG),30.0,Dietrich Thurau,FRG,Time Trial,1970,22,100,53,0.53,53.0
1977,1977-07-07,6,Bordeaux to Limoges,225 km (140 mi),Plain stage,Jan Raas (NED),225.0,Jan Raas,NED,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-08,7a,Jaunay-Clan to Angers,140 km (87 mi),Plain stage,Patrick Sercu (BEL),140.0,Patrick Sercu,BEL,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-08,7b,Angers,4 km (2.5 mi),Team time trial,Fiat France,4.0,Fiat France,,Time Trial,1970,22,100,53,0.53,53.0
1977,1977-07-09,8,Angers to Lorient,247 km (153 mi),Plain stage,Giacinto Santambrogio (ITA),247.0,Giacinto Santambrogio,ITA,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-10,9,Lorient to Rennes,187 km (116 mi),Stage with mountain(s),Klaus-Peter Thaler (FRG),187.0,Klaus-Peter Thaler,FRG,Mountain,1970,22,100,53,0.53,53.0
1977,1977-07-11,10,Bagnoles-de-l'Orne to Rouen,174 km (108 mi),Plain stage,Fedor den Hertog (NED),174.0,Fedor den Hertog,NED,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-12,11,Rouen to Roubaix,242 km (150 mi),Plain stage,Jean-Pierre Danguillaume (FRA),242.0,Jean-Pierre Danguillaume,FRA,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-13,12,Roubaix to Charleroi (Belgium),193 km (120 mi),Stage with mountain(s),Patrick Sercu (BEL),193.0,Patrick Sercu,BEL,Mountain,1970,22,100,53,0.53,53.0
1977,1977-07-14,13a,Freiburg (West Germany),46 km (29 mi),Plain stage,Patrick Sercu (BEL),46.0,Patrick Sercu,BEL,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-14,13b,Altkirch to BesanÃ§on,160 km (99 mi),Plain stage,Jean-Pierre Danguillaume (FRA),160.0,Jean-Pierre Danguillaume,FRA,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-16,14,BesanÃ§on to Thonon-les-Bains,230 km (140 mi),Stage with mountain(s),Bernard Quilfen (FRA),230.0,Bernard Quilfen,FRA,Mountain,1970,22,100,53,0.53,53.0
1977,1977-07-17,15a,Thonon-les-Bains to Morzine,105 km (65 mi),Stage with mountain(s),Paul Wellens (BEL),105.0,Paul Wellens,BEL,Mountain,1970,22,100,53,0.53,53.0
1977,1977-07-17,15b,Morzine to Avoriaz,14 km (8.7 mi),Individual time trial,Lucien Van Impe (BEL)[a],14.0,Lucien Van Impe (BEL)[a],,Time Trial,1970,22,100,53,0.53,53.0
1977,1977-07-18,16,Morzine to Chamonix,121 km (75 mi),Stage with mountain(s),Dietrich Thurau (FRG),121.0,Dietrich Thurau,FRG,Mountain,1970,22,100,53,0.53,53.0
1977,1977-07-19,17,Chamonix to Alpe d'Huez,185 km (115 mi),Stage with mountain(s),Hennie Kuiper (NED),185.0,Hennie Kuiper,NED,Mountain,1970,22,100,53,0.53,53.0
1977,1977-07-20,18,Rossignol Voiron to Saint-Ãtienne,199 km (124 mi),Stage with mountain(s),no winner[b],199.0,no winner[b],,Mountain,1970,22,100,53,0.53,53.0
1977,1977-07-21,19,Saint-Trivier-sur-Moignans to Dijon,172 km (107 mi),Plain stage,Gerrie Knetemann (NED),172.0,Gerrie Knetemann,NED,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-22,20,Dijon,50 km (31 mi),Individual time trial,Bernard ThÃ©venet (FRA),50.0,Bernard ThÃ©venet,FRA,Time Trial,1970,22,100,53,0.53,53.0
1977,1977-07-23,21,Montereau-Fault-Yonne to Versailles,142 km (88 mi),Plain stage,Gerrie Knetemann (NED),142.0,Gerrie Knetemann,NED,Flat,1970,22,100,53,0.53,53.0
1977,1977-07-24,22a,Paris,6 km (3.7 mi),Individual time trial,Dietrich Thurau (FRG),6.0,Dietrich Thurau,FRG,Time Trial,1970,22,100,53,0.53,53.0
1977,1977-07-24,22b,Paris (Champs-ÃlysÃ©es),91 km (57 mi),Plain stage,Alain Meslet (FRA),91.0,Alain Meslet,FRA,Flat,1970,22,100,53,0.53,53.0
1978,1978-06-29,P,Leiden (Netherlands),5 km (3.1 mi),Individual time trial,Jan Raas (NED),5.0,Jan Raas,NED,Time Trial,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-06-30,1a,Leiden to Sint Willebrord (Netherlands),135 km (84 mi),Plain stage,Jan Raas (NED),135.0,Jan Raas,NED,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-06-30,1b,Sint Willebrord (Netherlands) to Brussels (Belgium),100 km (62 mi),Plain stage,Walter Planckaert (BEL),100.0,Walter Planckaert,BEL,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-01,2,Brussels (Belgium) to Saint-Amand-les-Eaux,199 km (124 mi),Plain stage,Jacques Esclassan (FRA),199.0,Jacques Esclassan,FRA,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-02,3,Saint-Amand-les-Eaux to Saint-Germain-en-Laye,244 km (152 mi),Plain stage,Klaus-Peter Thaler (FRG),244.0,Klaus-Peter Thaler,FRG,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-03,4,Ãvreux to Caen,153 km (95 mi),Team time trial,TIâRaleighâMcGregor,153.0,TIâRaleighâMcGregor,,Time Trial,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-04,5,Caen to MazÃ©âMontgeoffroy,244 km (152 mi),Plain stage,Freddy Maertens (BEL),244.0,Freddy Maertens,BEL,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-05,6,MazÃ©âMontgeoffroy to Poitiers,162 km (101 mi),Plain stage,Sean Kelly (IRE),162.0,Sean Kelly,IRE,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-06,7,Poitiers to Bordeaux,242 km (150 mi),Plain stage,Freddy Maertens (BEL),242.0,Freddy Maertens,BEL,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-07,8,Saint-Ãmilion to Sainte-Foy-la-Grande,59 km (37 mi),Individual time trial,Bernard Hinault (FRA),59.0,Bernard Hinault,FRA,Time Trial,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-08,9,Bordeaux to Biarritz,233 km (145 mi),Plain stage,Miguel MarÃ­a Lasa (ESP),233.0,Miguel MarÃ­a Lasa,ESP,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-10,10,Biarritz to Pau,192 km (119 mi),Hilly stage,Henk Lubberding (NED),192.0,Henk Lubberding,NED,Hilly,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-11,11,Pau to Saint-Lary-Soulan Pla d'Adet,161 km (100 mi),Stage with mountain(s),Mariano MartÃ­nez (FRA),161.0,Mariano MartÃ­nez,FRA,Mountain,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-12,12a,Tarbes to Valence d'Agen,158 km (98 mi),Plain stage,Cancelled,158.0,Cancelled,,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-12,12b,Valence d'Agen to Toulouse,96 km (60 mi),Plain stage,Jacques Esclassan (FRA),96.0,Jacques Esclassan,FRA,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-13,13,Figeac to Super Besse,221 km (137 mi),Hilly stage,Paul Wellens (BEL),221.0,Paul Wellens,BEL,Hilly,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-14,14,Besse-en-Chandesse to Puy-de-DÃ´me,52 km (32 mi),Individual time trial,Joop Zoetemelk (NED),52.0,Joop Zoetemelk,NED,Time Trial,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-15,15,Saint-Dier-d'Auvergne to Saint-Ãtienne,196 km (122 mi),Hilly stage,Bernard Hinault (FRA),196.0,Bernard Hinault,FRA,Hilly,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-16,16,St-Ãtienne to Alpe d'Huez,241 km (150 mi),Stage with mountain(s),Hennie Kuiper (NED),241.0,Hennie Kuiper,NED,Mountain,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-18,17,Grenoble to Morzine,225 km (140 mi),Stage with mountain(s),Christian Seznec (FRA),225.0,Christian Seznec,FRA,Mountain,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-19,18,Morzine to Lausanne (Switzerland),137 km (85 mi),Plain stage,Gerrie Knetemann (NED),137.0,Gerrie Knetemann,NED,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-20,19,Lausanne (Switzerland) to Belfort,182 km (113 mi),Plain stage,Marc Demeyer (BEL),182.0,Marc Demeyer,BEL,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-21,20,Metz to Nancy,72 km (45 mi),Individual time trial,Bernard Hinault (FRA),72.0,Bernard Hinault,FRA,Time Trial,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-22,21,Ãpernay to Senlis,207 km (129 mi),Plain stage,Jan Raas (NED),207.0,Jan Raas,NED,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1978,1978-07-23,22,Saint Germain en Laye to Paris (Champs-ÃlysÃ©es),162 km (101 mi),Plain stage,Gerrie Knetemann (NED),162.0,Gerrie Knetemann,NED,Flat,1970,22,110,78,0.7090909090909091,70.9090909090909
1979,1979-06-27,P,Fleurance,5 km (3.1 mi),Individual time trial,Gerrie Knetemann (NED),5.0,Gerrie Knetemann,NED,Time Trial,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-06-28,1,Fleurance to Luchon,225 km (140 mi),Stage with mountain(s),RenÃ© Bittinger (FRA),225.0,RenÃ© Bittinger,FRA,Mountain,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-06-29,2,Luchon to SuperbagnÃ¨res,24 km (15 mi),Individual time trial,Bernard Hinault (FRA),24.0,Bernard Hinault,FRA,Time Trial,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-06-30,3,Luchon to Pau,180 km (110 mi),Stage with mountain(s),Bernard Hinault (FRA),180.0,Bernard Hinault,FRA,Mountain,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-01,4,Captieux to Bordeaux,87 km (54 mi),Team time trial,TIâRaleighâMcGregor,87.0,TIâRaleighâMcGregor,,Time Trial,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-02,5,Neuville-de-Poitou to Angers,145 km (90 mi),Plain stage,Jan Raas (NED),145.0,Jan Raas,NED,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-03,6,Angers to Saint-Brieuc,239 km (149 mi),Plain stage,Jos Jacobs (BEL),239.0,Jos Jacobs,BEL,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-04,7,Saint-Hilaire-du-HarcouÃ«t to Deauville,158 km (98 mi),Plain stage,Leo van Vliet (NED),158.0,Leo van Vliet,NED,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-05,8,Deauville to Le Havre,90 km (56 mi),Team time trial,TIâRaleighâMcGregor,90.0,TIâRaleighâMcGregor,,Time Trial,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-06,9,Amiens to Roubaix,201 km (125 mi),Plain stage,Ludo Delcroix (BEL),201.0,Ludo Delcroix,BEL,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-07,10,Roubaix to Brussels (Belgium),124 km (77 mi),Plain stage,Jo Maas (NED),124.0,Jo Maas,NED,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-08,11,Brussels (Belgium),33 km (21 mi),Individual time trial,Bernard Hinault (FRA),33.0,Bernard Hinault,FRA,Time Trial,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-09,12,Rochefort (Belgium) to Metz,193 km (120 mi),Plain stage,Christian Seznec (FRA),193.0,Christian Seznec,FRA,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-10,13,Metz to Ballon d'Alsace,202 km (126 mi),Hilly stage,Pierre-Raymond Villemiane (FRA),202.0,Pierre-Raymond Villemiane,FRA,Hilly,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-11,14,Belfort to Ãvian-les-Bains,248 km (154 mi),Plain stage,Marc Demeyer (BEL),248.0,Marc Demeyer,BEL,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-12,15,Ãvian-les-Bains to Morzine Avoriaz,54 km (34 mi),Individual time trial,Bernard Hinault (FRA),54.0,Bernard Hinault,FRA,Time Trial,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-13,16,Morzine Avoriaz to Les Menuires,201 km (125 mi),Stage with mountain(s),Lucien Van Impe (BEL),201.0,Lucien Van Impe,BEL,Mountain,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-15,17,Les Menuires to Alpe d'Huez,167 km (104 mi),Stage with mountain(s),Joaquim Agostinho (POR),167.0,Joaquim Agostinho,POR,Mountain,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-16,18,Alpe d'Huez to Alpe d'Huez,119 km (74 mi),Stage with mountain(s),Joop Zoetemelk (NED),119.0,Joop Zoetemelk,NED,Mountain,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-17,19,Alpe d'Huez to Saint-Priest,162 km (101 mi),Plain stage,Dietrich Thurau (FRG),162.0,Dietrich Thurau,FRG,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-18,20,Saint-Priest to Dijon,240 km (150 mi),Plain stage,Serge Parsani (ITA),240.0,Serge Parsani,ITA,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-19,21,Dijon,49 km (30 mi),Individual time trial,Bernard Hinault (FRA),49.0,Bernard Hinault,FRA,Time Trial,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-20,22,Dijon to Auxerre,189 km (117 mi),Plain stage,Gerrie Knetemann (NED),189.0,Gerrie Knetemann,NED,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-21,23,Auxerre to Nogent-sur-Marne,205 km (127 mi),Plain stage,Bernard Hinault (FRA),205.0,Bernard Hinault,FRA,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1979,1979-07-22,24,Le Perreux-sur-Marne to Paris (Champs-ÃlysÃ©es),180 km (110 mi),Plain stage,Bernard Hinault (FRA),180.0,Bernard Hinault,FRA,Flat,1970,24,150,89,0.5933333333333334,59.333333333333336
1980,1980-06-26,P,Frankfurt (West Germany),8 km (5.0 mi),Individual time trial,Bernard Hinault (FRA),8.0,Bernard Hinault,FRA,Time Trial,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-06-27,1a,Frankfurt (West Germany) to Wiesbaden (West Germany),133 km (83 mi),Plain stage,Jan Raas (NED),133.0,Jan Raas,NED,Flat,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-06-27,1b,Wiesbaden (West Germany) to Frankfurt (West Germany),46 km (29 mi),Team time trial,TIâRaleighâCreda,46.0,TIâRaleighâCreda,,Time Trial,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-06-28,2,Frankfurt (West Germany) to Metz,276 km (171 mi),Plain stage,Rudy Pevenage (BEL),276.0,Rudy Pevenage,BEL,Flat,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-06-29,3,Metz to LiÃ¨ge (Belgium),282 km (175 mi),Plain stage,Henk Lubberding (NED),282.0,Henk Lubberding,NED,Flat,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-06-30,4,Spa (Belgium),35 km (22 mi),Individual time trial,Bernard Hinault (FRA),35.0,Bernard Hinault,FRA,Time Trial,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-07-01,5,LiÃ¨ge (Belgium) to Lille,249 km (155 mi),Plain stage,Bernard Hinault (FRA),249.0,Bernard Hinault,FRA,Flat,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-07-02,6,Lille to CompiÃ¨gne,216 km (134 mi),Plain stage,Jean-Louis Gauthier (FRA),216.0,Jean-Louis Gauthier,FRA,Flat,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-07-03,7a,CompiÃ¨gne to Beauvais,65 km (40 mi),Team time trial,TIâRaleighâCreda,65.0,TIâRaleighâCreda,,Time Trial,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-07-03,7b,Beauvais to Rouen,92 km (57 mi),Plain stage,Jan Raas (NED),92.0,Jan Raas,NED,Flat,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-07-04,8,Flers to Saint-Malo,164 km (102 mi),Plain stage,Bert Oosterbosch (NED),164.0,Bert Oosterbosch,NED,Flat,1980,22,130,85,0.6538461538461539,65.38461538461539
1980,1980-07-06,9,Saint-Malo to Nantes,205 km (127 mi),Plain stage,Jan Raas (NED),205.0,Jan Raas,NED,Flat,1980,22,130,85,0.6538461538461539,65.38461538461539
